,LineId,Time,Component,Pid,Content,template,EventId
188,189,20171223-22:15:44:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
189,190,20171223-22:15:44:170,Step_StandReportReceiver,30002312,REPORT : 7032 5020 150625 240,REPORT : <*> <*> <*> <*>,Event51
190,191,20171223-22:15:44:849,Step_LSC,30002312,onStandStepChanged 3605,onStandStepChanged <*>,Event56
191,192,20171223-22:15:44:863,Step_LSC,30002312,onExtend:1514038545000 1 0 4,onExtend: <*> <*> <*> <*>,Event57
192,193,20171223-22:15:45:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7032##548365##8661##14641##27188471, getTodayTotalDetailSteps = <*>,Event58
193,194,20171223-22:15:45:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7033##548365##8661##14736##27189469,setTodayTotalDetailSteps= <*>,Event59
194,195,20171223-22:15:45:158,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127332,calculateCaloriesWithCache totalCalories= <*>,Event60
195,196,20171223-22:15:45:161,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
196,197,20171223-22:15:45:164,Step_StandReportReceiver,30002312,REPORT : 7033 5021 150646 240,REPORT : <*> <*> <*> <*>,Event51
197,198,20171223-22:15:45:348,Step_LSC,30002312,onStandStepChanged 3606,onStandStepChanged <*>,Event56
198,199,20171223-22:15:45:361,Step_LSC,30002312,onExtend:1514038546000 1 0 4,onExtend: <*> <*> <*> <*>,Event57
199,200,20171223-22:15:45:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7033##548365##8661##14736##27189469, getTodayTotalDetailSteps = <*>,Event58
200,201,20171223-22:15:45:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7034##548365##8661##14831##27189969,setTodayTotalDetailSteps= <*>,Event59
201,202,20171223-22:15:45:656,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127354,calculateCaloriesWithCache totalCalories= <*>,Event60
202,203,20171223-22:15:45:658,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
203,204,20171223-22:15:45:659,Step_StandReportReceiver,30002312,REPORT : 7034 5022 150668 240,REPORT : <*> <*> <*> <*>,Event51
204,205,20171223-22:15:45:848,Step_LSC,30002312,onStandStepChanged 3607,onStandStepChanged <*>,Event56
205,206,20171223-22:15:45:851,Step_LSC,30002312,onExtend:1514038546000 1 0 4,onExtend: <*> <*> <*> <*>,Event57
206,207,20171223-22:15:46:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7034##548365##8661##14831##27189969, getTodayTotalDetailSteps = <*>,Event58
207,208,20171223-22:15:46:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7035##548365##8661##14926##27190469,setTodayTotalDetailSteps= <*>,Event59
208,209,20171223-22:15:46:157,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127375,calculateCaloriesWithCache totalCalories= <*>,Event60
209,210,20171223-22:15:46:160,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
210,211,20171223-22:15:46:164,Step_StandReportReceiver,30002312,REPORT : 7035 5022 150689 240,REPORT : <*> <*> <*> <*>,Event51
211,212,20171223-22:15:46:349,Step_LSC,30002312,onStandStepChanged 3608,onStandStepChanged <*>,Event56
212,213,20171223-22:15:46:355,Step_LSC,30002312,onExtend:1514038547000 1 0 4,onExtend: <*> <*> <*> <*>,Event57
213,214,20171223-22:15:46:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7035##548365##8661##14926##27190469, getTodayTotalDetailSteps = <*>,Event58
214,215,20171223-22:15:46:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7036##548365##8661##15021##27190970,setTodayTotalDetailSteps= <*>,Event59
215,216,20171223-22:15:46:674,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127396,calculateCaloriesWithCache totalCalories= <*>,Event60
216,217,20171223-22:15:46:679,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
217,218,20171223-22:15:46:684,Step_StandReportReceiver,30002312,REPORT : 7036 5023 150711 240,REPORT : <*> <*> <*> <*>,Event51
218,219,20171223-22:15:47:349,Step_LSC,30002312,onStandStepChanged 3609,onStandStepChanged <*>,Event56
219,220,20171223-22:15:47:370,Step_LSC,30002312,onExtend:1514038548000 1 0 4,onExtend: <*> <*> <*> <*>,Event57
220,221,20171223-22:15:47:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7036##548365##8661##15021##27190970, getTodayTotalDetailSteps = <*>,Event58
221,222,20171223-22:15:47:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7037##548365##8661##15116##27191969,setTodayTotalDetailSteps= <*>,Event59
222,223,20171223-22:15:47:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127418,calculateCaloriesWithCache totalCalories= <*>,Event60
223,224,20171223-22:15:47:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
224,225,20171223-22:15:47:661,Step_StandReportReceiver,30002312,REPORT : 7037 5024 150732 240,REPORT : <*> <*> <*> <*>,Event51
225,226,20171223-22:15:47:857,Step_LSC,30002312,onStandStepChanged 3610,onStandStepChanged <*>,Event56
226,227,20171223-22:15:47:860,Step_LSC,30002312,onExtend:1514038548000 1 0 4,onExtend: <*> <*> <*> <*>,Event57
227,228,20171223-22:15:48:158,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7037##548365##8661##15116##27191969, getTodayTotalDetailSteps = <*>,Event58
228,229,20171223-22:15:48:159,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7038##548365##8661##15211##27192478,setTodayTotalDetailSteps= <*>,Event59
229,230,20171223-22:15:48:167,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127439,calculateCaloriesWithCache totalCalories= <*>,Event60
230,231,20171223-22:15:48:169,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
231,232,20171223-22:15:48:174,Step_StandReportReceiver,30002312,REPORT : 7038 5025 150753 240,REPORT : <*> <*> <*> <*>,Event51
232,233,20171223-22:15:48:350,Step_LSC,30002312,onStandStepChanged 3611,onStandStepChanged <*>,Event56
233,234,20171223-22:15:48:368,Step_LSC,30002312,onExtend:1514038549000 1 0 4,onExtend: <*> <*> <*> <*>,Event57
234,235,20171223-22:15:48:652,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7038##548365##8661##15211##27192478, getTodayTotalDetailSteps = <*>,Event58
235,236,20171223-22:15:48:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7039##548365##8661##15306##27192971,setTodayTotalDetailSteps= <*>,Event59
236,237,20171223-22:15:48:668,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127461,calculateCaloriesWithCache totalCalories= <*>,Event60
237,238,20171223-22:15:48:676,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
238,239,20171223-22:15:48:679,Step_StandReportReceiver,30002312,REPORT : 7039 5025 150775 240,REPORT : <*> <*> <*> <*>,Event51
239,240,20171223-22:15:49:350,Step_LSC,30002312,onStandStepChanged 3612,onStandStepChanged <*>,Event56
240,241,20171223-22:15:49:366,Step_LSC,30002312,onExtend:1514038550000 1 0 4,onExtend: <*> <*> <*> <*>,Event57
241,242,20171223-22:15:49:652,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7039##548365##8661##15306##27192971, getTodayTotalDetailSteps = <*>,Event58
242,243,20171223-22:15:49:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7040##548365##8661##15401##27193971,setTodayTotalDetailSteps= <*>,Event59
243,244,20171223-22:15:49:668,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127482,calculateCaloriesWithCache totalCalories= <*>,Event60
244,245,20171223-22:15:49:675,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
245,246,20171223-22:15:49:676,Step_StandReportReceiver,30002312,REPORT : 7040 5026 150796 240,REPORT : <*> <*> <*> <*>,Event51
246,247,20171223-22:15:49:858,Step_LSC,30002312,onStandStepChanged 3613,onStandStepChanged <*>,Event56
247,248,20171223-22:15:49:864,Step_LSC,30002312,onExtend:1514038550000 1 0 4,onExtend: <*> <*> <*> <*>,Event57
248,249,20171223-22:15:50:160,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7040##548365##8661##15401##27193971, getTodayTotalDetailSteps = <*>,Event58
249,250,20171223-22:15:50:161,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7041##548365##8661##15496##27194480,setTodayTotalDetailSteps= <*>,Event59
250,251,20171223-22:15:50:176,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127504,calculateCaloriesWithCache totalCalories= <*>,Event60
251,252,20171223-22:15:50:181,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
252,253,20171223-22:15:50:182,Step_StandReportReceiver,30002312,REPORT : 7041 5027 150818 240,REPORT : <*> <*> <*> <*>,Event51
253,254,20171223-22:15:50:850,Step_LSC,30002312,onStandStepChanged 3614,onStandStepChanged <*>,Event56
254,255,20171223-22:15:50:864,Step_LSC,30002312,onExtend:1514038551000 1 0 4,onExtend: <*> <*> <*> <*>,Event57
255,256,20171223-22:15:51:151,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7041##548365##8661##15496##27194480, getTodayTotalDetailSteps = <*>,Event58
256,257,20171223-22:15:51:152,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7042##548365##8661##15591##27195470,setTodayTotalDetailSteps= <*>,Event59
257,258,20171223-22:15:51:169,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127525,calculateCaloriesWithCache totalCalories= <*>,Event60
258,259,20171223-22:15:51:180,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
259,260,20171223-22:15:51:181,Step_StandReportReceiver,30002312,REPORT : 7042 5027 150839 240,REPORT : <*> <*> <*> <*>,Event51
260,261,20171223-22:15:51:859,Step_LSC,30002312,onStandStepChanged 3616,onStandStepChanged <*>,Event56
261,262,20171223-22:15:51:868,Step_LSC,30002312,onExtend:1514038552000 2 0 4,onExtend: <*> <*> <*> <*>,Event57
262,263,20171223-22:15:52:160,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7042##548365##8661##15591##27195470, getTodayTotalDetailSteps = <*>,Event58
263,264,20171223-22:15:52:161,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7044##548365##8661##15686##27196480,setTodayTotalDetailSteps= <*>,Event59
264,265,20171223-22:15:52:175,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127568,calculateCaloriesWithCache totalCalories= <*>,Event60
265,266,20171223-22:15:52:183,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
266,267,20171223-22:15:52:183,Step_StandReportReceiver,30002312,REPORT : 7044 5029 150882 240,REPORT : <*> <*> <*> <*>,Event51
267,268,20171223-22:15:52:349,Step_LSC,30002312,onStandStepChanged 3617,onStandStepChanged <*>,Event56
268,269,20171223-22:15:52:363,Step_LSC,30002312,onExtend:1514038553000 1 0 4,onExtend: <*> <*> <*> <*>,Event57
269,270,20171223-22:15:52:651,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7044##548365##8661##15686##27196480, getTodayTotalDetailSteps = <*>,Event58
270,271,20171223-22:15:52:652,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7045##548365##8661##15781##27196970,setTodayTotalDetailSteps= <*>,Event59
271,272,20171223-22:15:52:666,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127589,calculateCaloriesWithCache totalCalories= <*>,Event60
272,273,20171223-22:15:52:674,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
273,274,20171223-22:15:52:674,Step_StandReportReceiver,30002312,REPORT : 7045 5030 150903 240,REPORT : <*> <*> <*> <*>,Event51
274,275,20171223-22:15:53:349,Step_LSC,30002312,onStandStepChanged 3619,onStandStepChanged <*>,Event56
275,276,20171223-22:15:53:358,Step_LSC,30002312,onExtend:1514038554000 2 0 4,onExtend: <*> <*> <*> <*>,Event57
276,277,20171223-22:15:53:653,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7045##548365##8661##15781##27196970, getTodayTotalDetailSteps = <*>,Event58
277,278,20171223-22:15:53:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7047##548365##8661##15876##27197972,setTodayTotalDetailSteps= <*>,Event59
278,279,20171223-22:15:53:665,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127632,calculateCaloriesWithCache totalCalories= <*>,Event60
279,280,20171223-22:15:53:673,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
280,281,20171223-22:15:53:675,Step_StandReportReceiver,30002312,REPORT : 7047 5031 150946 240,REPORT : <*> <*> <*> <*>,Event51
281,282,20171223-22:15:54:350,Step_LSC,30002312,onStandStepChanged 3620,onStandStepChanged <*>,Event56
282,283,20171223-22:15:54:359,Step_LSC,30002312,onExtend:1514038555000 1 0 4,onExtend: <*> <*> <*> <*>,Event57
283,284,20171223-22:15:54:651,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7047##548365##8661##15876##27197972, getTodayTotalDetailSteps = <*>,Event58
284,285,20171223-22:15:54:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7048##548365##8661##15971##27198970,setTodayTotalDetailSteps= <*>,Event59
285,286,20171223-22:15:54:657,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127653,calculateCaloriesWithCache totalCalories= <*>,Event60
286,287,20171223-22:15:54:660,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
287,288,20171223-22:15:54:661,Step_StandReportReceiver,30002312,REPORT : 7048 5032 150968 240,REPORT : <*> <*> <*> <*>,Event51
288,289,20171223-22:15:55:349,Step_LSC,30002312,onStandStepChanged 3622,onStandStepChanged <*>,Event56
289,290,20171223-22:15:55:359,Step_LSC,30002312,onExtend:1514038556000 2 0 4,onExtend: <*> <*> <*> <*>,Event57
290,291,20171223-22:15:55:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7048##548365##8661##15971##27198970, getTodayTotalDetailSteps = <*>,Event58
291,292,20171223-22:15:55:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7050##548365##8661##16066##27199969,setTodayTotalDetailSteps= <*>,Event59
292,293,20171223-22:15:55:657,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127696,calculateCaloriesWithCache totalCalories= <*>,Event60
293,294,20171223-22:15:55:659,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
294,295,20171223-22:15:55:660,Step_StandReportReceiver,30002312,REPORT : 7050 5033 151011 240,REPORT : <*> <*> <*> <*>,Event51
295,296,20171223-22:15:55:848,Step_LSC,30002312,onStandStepChanged 3624,onStandStepChanged <*>,Event56
296,297,20171223-22:15:55:855,Step_LSC,30002312,onExtend:1514038556000 2 0 4,onExtend: <*> <*> <*> <*>,Event57
297,298,20171223-22:15:56:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7050##548365##8661##16066##27199969, getTodayTotalDetailSteps = <*>,Event58
298,299,20171223-22:15:56:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7052##548365##8661##16161##27200470,setTodayTotalDetailSteps= <*>,Event59
299,300,20171223-22:15:56:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127739,calculateCaloriesWithCache totalCalories= <*>,Event60
300,301,20171223-22:15:56:169,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
301,302,20171223-22:15:56:170,Step_StandReportReceiver,30002312,REPORT : 7052 5035 151053 240,REPORT : <*> <*> <*> <*>,Event51
302,303,20171223-22:15:57:851,Step_LSC,30002312,onStandStepChanged 3625,onStandStepChanged <*>,Event56
303,304,20171223-22:15:57:863,Step_LSC,30002312,onExtend:1514038558000 1 0 4,onExtend: <*> <*> <*> <*>,Event57
304,305,20171223-22:15:58:155,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7052##548365##8661##16161##27200470, getTodayTotalDetailSteps = <*>,Event58
305,306,20171223-22:15:58:156,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7053##548365##8661##16256##27202475,setTodayTotalDetailSteps= <*>,Event59
306,307,20171223-22:15:58:170,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127761,calculateCaloriesWithCache totalCalories= <*>,Event60
307,308,20171223-22:15:58:174,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
308,309,20171223-22:15:58:175,Step_StandReportReceiver,30002312,REPORT : 7053 5035 151075 240,REPORT : <*> <*> <*> <*>,Event51
309,310,20171223-22:15:59:849,Step_LSC,30002312,onStandStepChanged 3626,onStandStepChanged <*>,Event56
310,311,20171223-22:15:59:865,Step_LSC,30002312,onExtend:1514038560000 1 0 4,onExtend: <*> <*> <*> <*>,Event57
311,312,20171223-22:16:0:119,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
312,313,20171223-22:16:0:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7053##548365##8661##16256##27202475, getTodayTotalDetailSteps = <*>,Event58
313,314,20171223-22:16:0:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038500000##7054##548458##8661##16256##27204469,setTodayTotalDetailSteps= <*>,Event59
314,315,20171223-22:16:0:159,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127782,calculateCaloriesWithCache totalCalories= <*>,Event60
315,316,20171223-22:16:0:161,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
316,317,20171223-22:16:0:162,Step_StandReportReceiver,30002312,REPORT : 7054 5036 151096 240,REPORT : <*> <*> <*> <*>,Event51
317,318,20171223-22:16:0:849,Step_LSC,30002312,onStandStepChanged 3626,onStandStepChanged <*>,Event56
318,319,20171223-22:16:0:859,Step_LSC,30002312,onExtend:1514038561000 0 0 0,onExtend: <*> <*> <*> <*>,Event57
319,320,20171223-22:16:1:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038500000##7054##548458##8661##16256##27204469, getTodayTotalDetailSteps = <*>,Event58
320,321,20171223-22:16:1:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038500000##7054##548551##8661##16256##27205469,setTodayTotalDetailSteps= <*>,Event59
321,322,20171223-22:16:1:165,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127782,calculateCaloriesWithCache totalCalories= <*>,Event60
322,323,20171223-22:16:1:172,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
